Deck	Front	Back	Tags
Pharma	A 50-year-old man presents for evaluation of new skin changes.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Weakening of dermal collagen and capillary walls with microbleeding into the skin as a result of medication</b><br><br>Cushing syndrome is the clinical state of cortisol excess from any cause, while Cushing disease refers specifically to an ACTH-producing pituitary adenoma. Chronic exogenous corticosteroid therapy leads to violaceous striae through suppression of fibroblast activity, weakening dermal collagen and capillary walls, and requires gradual steroid tapering to allow recovery of the hypothalamic-pituitary-adrenal axis. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 34-year-old woman comes to the obstetrics clinic for evaluation after missing two menstrual periods.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Fetal renal hemodynamics</b><br><br>ACE inhibitors are contraindicated in pregnancy due to their teratogenic effects, especially in the second and third trimesters. They disrupt fetal renal hemodynamics by inhibiting the renin-angiotensin system, leading to oligohydramnios, pulmonary hypoplasia, limb contractures, and skull ossification defects. Safer alternatives for managing hypertension in pregnancy include labetalol, nifedipine, and methyldopa. Physiolo Pharmacology (General Principles) (HY Adverse Non gy effects) e Subject System Topic	pharma::general
Pharma	A 45-year-old man is brought to the clinic by his wife because of progressive swelling in his lower legs and increasing fatigue over the past month.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Membranous glomerulonephritis is a leading cause of nephrotic syndrome in adults and can be secondary to drugs such as penicillamine. It is characterized by subepithelial immune deposits, GBM thickening, and granular IgG/C3 deposition on immunofluorescence. Histolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	g/dL Urinalysis shows 4+ protein, no red blood cells, no white blood cells and no casts.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>In patients with macroprolactinomas, even those with optic chiasm compression, dopamine agonists such as cabergoline are the initial treatment of choice. They normalize prolactin, reduce tumor size, and improve symptoms in most cases. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	A 59-year-old man comes to the clinic for follow-up of his chronic conditions.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>ACE inhibitors are first-line therapy for patients with diabetes and hypertension who show early signs of nephropathy, such as proteinuria, because they reduce intraglomerular pressure and slow progression of kidney damage. They achieve this by inhibiting angiotensin II–mediated efferent arteriole vasoconstriction, thereby decreasing protein filtration and preserving long-term renal function. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Begin amlodipine therapy</b><br><br>ACE inhibitor–induced dry cough is caused by bradykinin accumulation and is best managed by switching to an ARB such as losartan. This maintains renal and cardiovascular protection without the adverse pulmonary effect. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	g daily<br><br><b>What is the best answer/mechanism/drug?</b>	<b>58-year-old man comes to the clinic due to a persistent dry cough that began 2 weeks ago. He started lisinopril for hypertension 6 weeks ago. He has no fever, sputum production, or recent illness. He denies shortness of breath, wheezing, or chest pain. His past medical history includes type 2 diabetes mellitus, hyperlipidemia, and stage 1 chronic kidney disease. He takes metformin, atorvastatin, and aspirin. His blood pressure today is 138/84 mm Hg, and physical examination is unremarkable. Chest auscultation reveals normal breath sounds without wheezes or crackles. Oxygen saturation is 98% on room air. A chest x-ray obtained 1 week ago at an urgent care visit was normal. Which of the following is the most appropriate next step in management?</b><br><br>Vasopressin (antidiuretic hormone) increases water reabsorption in the collecting ducts, leading to decreased serum sodium and serum osmolality due to dilution. Urine osmolality and specific gravity increase because more water is retained, producing concentrated urine. Its key clinical uses include central diabetes insipidus, nocturnal enuresis, and some bleeding disorders due to its vasoconstrictive V1 effects. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	A 60-year-old man presents to the emergency department with sudden-onset hematemesis.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Administer intravenous octreotide</b><br><br>In suspected variceal hemorrhage, octreotide should be administered immediately after stabilization to reduce portal pressures before definitive endoscopic therapy. Early vasoactive therapy reduces active bleeding severity and improves outcomes in variceal bleeding. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System	pharma::general
Pharma	A 56-year-old man comes to the clinic due to progressive exertional dyspnea, leg swelling, and mild abdominal discomfort over the past 4 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Bosentan</b><br><br>Cor pulmonale is right heart failure due to pulmonary hypertension from chronic lung disease (e.g., COPD, OSA). Tricuspid regurgitation and loud P2 are high-yield physical exam findings in cor pulmonale. Bosentan, an endothelin-1 receptor antagonist, is the correct disease-modifying therapy in pulmonary hypertension from cor pulmonale. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	A 48-year-old woman comes to the physician because of severe, recurrent episodes of sharp facial pain for the past 3 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Carbamazepine</b><br><br>Carbamazepine is the first-line treatment for trigeminal neuralgia due to its mechanism of action as a sodium channel blocker that suppresses hyperactive trigeminal nerve firing. Unlike other headache syndromes, trigeminal neuralgia is characterized by brief, recurrent, lancinating facial pain that requires prophylactic—not abortive—therapy. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	A 60-year-old man is admitted for management of severe hypertension that has not responded to oral therapy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Increased heart rate</b><br><br>Phentolamine blocks α1-mediated vasoconstriction, lowering blood pressure and triggering baroreceptor-mediated sympathetic activation. The compensatory response is increased heart rate, not because of direct β stimulation, but through reflex autonomic physiology. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	A 26-year-old woman comes to the physician with persistent nasal congestion that has worsened over the past two days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oxymetazoline</b><br><br>Oxymetazoline and phenylephrine are HY intra-nasal alpha-1 agonists used to treat nasal congestion. They can cause rhinitis medicamentosa (rebound nasal congestion) if used too much over a 3-5-day period. Physiolog Pharmacology (General Principles) (HY use- Non y cases) e Subject System Topic	pharma::general
Pharma	A 35-year-old woman presents to her primary care physician complaining of poor sleep for the past 3 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Check serum iron and ferritin</b><br><br>The first step in the management of restless legs syndrome is to check serum iron and ferritin levels. Iron deficiency is a common, reversible cause of RLS and should be corrected before initiating pharmacologic therapy. Risk Pharmacology (General Principles) (HY use- Non factors cases) e Subject System	pharma::general
Pharma	Researchers are developing a novel compound that selectively inhibits serotonin reuptake without affecting dopamine or norepinephrine transporters.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Raphe nuclei</b><br><br>Serotonergic neurons originate in the raphe nuclei and project broadly to regulate mood, cognition, and behavior. SSRIs and serotonin-specific drugs act by enhancing serotonergic activity in these projections, not by altering dopamine or norepinephrine. Anatom Pharmacology (General Principles) Non y (Miscellaneous) e Subject System Topic	pharma::general
Pharma	A 42-year-old woman presents with unintentional weight loss, palpitations, and heat intolerance over the past 3 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Intentional ingestion of thyroid hormone supplements</b><br><br>Exogenous thyroid hormone ingestion causes thyrotoxicosis with suppressed TSH, elevated T3/T4, low radioactive iodine uptake, a small atrophic thyroid gland, and biopsy showing follicular atrophy and scant colloid. Physiolog Pharmacology (General Principles) Non y (Miscellaneous) e Subject System Topic	pharma::general
Pharma	A 74-year-old woman presents to the emergency department with severe skin discomfort and deep discoloration over her lower abdomen and upper thighs.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Protein C deficiency</b><br><br>Warfarin-induced skin necrosis results from early depletion of protein C, a vitamin K–dependent anticoagulant with a short half-life, creating a transient hypercoagulable state. This leads to microvascular thrombosis and painful skin necrosis, typically within the first few days of therapy. Warfarin remains a first-line treatment for atrial fibrillation, but it must be initiated cautiously with appropriate bridging in high-risk patients. Physiol Pharmacology (General Principles) No ogy (Pharmacokinetics/dynamics) ne Subject System Topic	pharma::general
